watch_id,user_id,movie_id,watch_date,watch_duration,device_type
W20216,15014,2050,2024-11-05,135.0,Laptop
W20217,15061,4094,2024-11-05,115.0,Mobile
W20218,15007,4049,2024-11-05,23.0,Mobile
W20219,15042,1531,2024-11-05,70.0,Laptop
W20220,15072,3932,2024-11-05,68.0,Smart TV
W20221,15031,1874,2024-11-05,92.0,Smart TV
W20222,15000,331,2024-11-05,111.0,Smart TV
W20223,15014,1874,2024-11-05,90.0,Smart TV
W20224,15090,3627,2024-11-05,126.0,Laptop
W20225,15042,942,2024-11-05,88.0,Smart TV
W20226,15012,4214,2024-11-05,49.0,Laptop
W20227,15021,1834,2024-11-05,44.0,Smart TV
W20228,15045,201,2024-11-05,12.0,Smart TV
W20229,15093,2577,2024-11-05,51.0,Mobile
W20230,15056,3543,2024-11-06,101.0,Laptop
W20231,15080,1447,2024-11-06,98.0,Laptop
W20232,15014,1503,2024-11-06,115.0,Laptop
W20233,15017,2477,2024-11-06,11.0,Laptop
W20234,15007,1936,2024-11-06,14.0,Mobile
W20235,15046,1314,2024-11-06,11.0,Laptop
W20236,15071,86,2024-11-06,69.0,Laptop
W20237,15058,1595,2024-11-06,84.0,Mobile
W20238,15089,1945,2024-11-06,17.0,Mobile
W20239,15023,2674,2024-11-06,113.0,Smart TV
W20240,15110,3439,2024-11-06,91.0,Laptop
W20241,15064,1945,2024-11-06,85.0,Smart TV
W20242,15056,2315,2024-11-06,56.0,Laptop
W20243,15069,3540,2024-11-06,127.0,Smart TV
W20244,15031,2674,2024-11-06,114.0,Laptop
W20245,15090,3195,2024-11-06,51.0,Smart TV
W20246,15000,165,2024-11-06,130.0,Laptop
W20247,15085,3742,2024-11-06,126.0,Laptop
W20248,15097,2027,2024-11-06,115.0,Smart TV
W20249,15067,3232,2024-11-06,80.0,Laptop
W20250,15051,2168,2024-11-06,15.0,Smart TV
W20251,15081,1534,2024-11-06,66.0,Laptop
W20252,15024,2268,2024-11-06,82.0,Smart TV
W20253,15086,3057,2024-11-06,145.0,Laptop
W20254,15002,622,2024-11-06,5.0,Smart TV
W20255,15036,3871,2024-11-06,102.0,Laptop
W20256,15031,2995,2024-11-06,113.0,Laptop
W20257,15025,1185,2024-11-06,8.0,Laptop
W20258,15057,1398,2024-11-06,100.0,Smart TV
W20259,15016,1479,2024-11-06,114.0,Smart TV
W20260,15018,4105,2024-11-06,110.0,Mobile
W20261,15045,1869,2024-11-06,105.0,Laptop
W20262,15051,3410,2024-11-06,124.0,Laptop
W20263,15002,3681,2024-11-06,124.0,Smart TV
W20264,15011,3773,2024-11-06,6.0,Mobile
W20265,15106,3563,2024-11-06,106.0,Mobile
W20266,15031,2674,2024-11-06,11.0,Laptop
W20267,15067,2841,2024-11-06,104.0,Laptop
W20268,15097,2722,2024-11-06,76.0,Smart TV
W20269,15109,3831,2024-11-06,66.0,Laptop
W20270,15095,447,2024-11-06,104.0,Laptop
W20271,15039,2098,2024-11-06,136.0,Mobile
W20272,15090,1499,2024-11-06,144.0,Laptop
W20273,15078,3738,2024-11-06,127.0,Laptop
W20274,15092,12,2024-11-06,56.0,Mobile
W20275,15022,1191,2024-11-06,18.0,Mobile
W20276,15035,3283,2024-11-06,97.0,Laptop
W20277,15007,1529,2024-11-06,92.0,Mobile
W20278,15079,1191,2024-11-06,123.0,Laptop
W20279,15074,3286,2024-11-06,25.0,Smart TV
W20280,15093,3456,2024-11-06,128.0,Laptop
W20281,15028,194,2024-11-06,114.0,Laptop
W20282,15050,2656,2024-11-06,14.0,Mobile
W20283,15038,702,2024-11-06,90.0,Smart TV
W20284,15005,2817,2024-11-06,135.0,Laptop
W20285,15114,2841,2024-11-06,49.0,Laptop
W20286,15063,1482,2024-11-06,121.0,Laptop
W20287,15034,3787,2024-11-06,125.0,Smart TV
W20288,15069,2151,2024-11-06,97.0,Laptop
W20289,15053,2287,2024-11-06,107.0,Mobile
W20290,15048,472,2024-11-06,90.0,Laptop
W20291,15088,2882,2024-11-06,101.0,Smart TV
W20292,15004,194,2024-11-06,114.0,Smart TV
W20293,15052,45,2024-11-06,111.0,Laptop
W20294,15083,636,2024-11-06,96.0,Smart TV
W20295,15071,1335,2024-11-06,150.0,Laptop
W20296,15100,2041,2024-11-06,122.0,Laptop
W20297,15049,472,2024-11-06,43.0,Mobile
W20298,15018,3156,2024-11-06,11.0,Laptop
W20299,15093,4049,2024-11-06,150.0,Smart TV
W20300,15085,673,2024-11-06,130.0,Laptop
W20301,15020,2027,2024-11-06,113.0,Laptop
W20302,15080,4008,2024-11-06,137.0,Smart TV
W20303,15083,2503,2024-11-06,126.0,Laptop
W20304,15015,1406,2024-11-06,105.0,Smart TV
W20305,15037,3561,2024-11-06,95.0,Smart TV
W20306,15084,2842,2024-11-06,138.0,Laptop
W20307,15057,1959,2024-11-06,81.0,Smart TV
W20308,15056,823,2024-11-06,79.0,Smart TV
W20309,15048,3456,2024-11-07,135.0,Smart TV
W20310,15077,3816,2024-11-07,84.0,Laptop
W20311,15005,62,2024-11-07,104.0,Mobile
W20312,15109,4098,2024-11-07,104.0,Laptop
W20313,15101,3710,2024-11-07,85.0,Laptop
W20314,15104,1510,2024-11-07,115.0,Laptop
W20315,15100,4080,2024-11-07,0.0,Smart TV
W20316,15017,2242,2024-11-07,89.0,Smart TV
W20317,15030,2669,2024-11-07,89.0,Smart TV
W20318,15043,3772,2024-11-07,106.0,Smart TV
W20319,15091,3548,2024-11-07,50.0,Mobile
W20320,15108,1959,2024-11-07,89.0,Laptop
W20321,15055,1887,2024-11-07,96.0,Laptop
W20322,15052,2768,2024-11-07,85.0,Smart TV
W20323,15061,1710,2024-11-07,86.0,Smart TV
W20324,15029,2090,2024-11-07,125.0,Smart TV
W20325,15075,1013,2024-11-07,12.0,Mobile
W20326,15132,2663,2024-11-07,9.0,Smart TV
W20327,15073,3742,2024-11-07,127.0,Mobile
W20328,15101,1960,2024-11-07,93.0,Laptop
W20329,15131,701,2024-11-07,126.0,Laptop
W20330,15089,1425,2024-11-07,110.0,Laptop
W20331,15102,2050,2024-11-07,10.0,Smart TV
W20332,15115,3842,2024-11-07,108.0,Laptop
W20333,15103,1369,2024-11-07,55.0,Smart TV
W20334,15048,41,2024-11-07,94.0,Smart TV
W20335,15106,570,2024-11-07,141.0,Smart TV
W20336,15038,1135,2024-11-07,16.0,Smart TV
W20337,15045,2661,2024-11-07,84.0,Smart TV
W20338,15096,1936,2024-11-07,91.0,Mobile
W20339,15119,488,2024-11-07,79.0,Laptop
W20340,15029,2549,2024-11-07,74.0,Laptop
W20341,15031,2320,2024-11-07,103.0,Laptop
W20342,15130,2723,2024-11-07,94.0,Laptop
W20343,15066,3783,2024-11-07,45.0,Laptop
W20344,15088,1162,2024-11-07,8.0,Smart TV
W20345,15002,1671,2024-11-07,104.0,Laptop
W20346,15072,1359,2024-11-07,69.0,Mobile
W20347,15065,2817,2024-11-07,131.0,Laptop
W20348,15040,4025,2024-11-07,114.0,Smart TV
W20349,15034,670,2024-11-07,106.0,Laptop
W20350,15029,378,2024-11-07,169.0,Laptop
W20351,15084,1175,2024-11-07,131.0,Smart TV
W20352,15112,1369,2024-11-07,16.0,Laptop
W20353,15020,3673,2024-11-07,46.0,Laptop
W20354,15056,3031,2024-11-07,116.0,Smart TV
W20355,15053,2303,2024-11-07,39.0,Mobile
W20356,15034,2036,2024-11-07,57.0,Laptop
W20357,15017,812,2024-11-07,63.0,Laptop
W20358,15097,823,2024-11-07,80.0,Laptop
W20359,15004,3000,2024-11-07,128.0,Laptop
W20360,15015,2720,2024-11-07,85.0,Laptop
W20361,15077,437,2024-11-07,108.0,Smart TV
W20362,15111,2825,2024-11-07,91.0,Laptop
W20363,15008,1226,2024-11-07,113.0,Laptop
W20364,15104,1433,2024-11-07,83.0,Laptop
W20365,15119,488,2024-11-07,11.0,Laptop
W20366,15103,296,2024-11-07,112.0,Laptop
W20367,15125,2352,2024-11-07,98.0,Smart TV
W20368,15097,764,2024-11-07,82.0,Smart TV
W20369,15129,1978,2024-11-07,117.0,Laptop
W20370,15016,1823,2024-11-07,118.0,Smart TV
W20371,15037,261,2024-11-07,102.0,Laptop
W20372,15006,3988,2024-11-07,94.0,Mobile
W20373,15034,2351,2024-11-07,122.0,Smart TV
W20374,15023,1627,2024-11-07,87.0,Smart TV
W20375,15073,1170,2024-11-07,148.0,Mobile
W20376,15064,3762,2024-11-07,100.0,Mobile
W20377,15117,437,2024-11-07,107.0,Smart TV
W20378,15021,1991,2024-11-07,88.0,Laptop
W20379,15037,1433,2024-11-07,85.0,Smart TV
W20380,15077,2389,2024-11-07,12.0,Laptop
W20381,15112,3155,2024-11-07,114.0,Smart TV
W20382,15075,3195,2024-11-07,99.0,Smart TV
W20383,15076,2229,2024-11-07,14.0,Laptop
W20384,15107,2418,2024-11-07,113.0,Smart TV
W20385,15016,1945,2024-11-08,94.0,Smart TV
W20386,15084,1494,2024-11-08,57.0,Smart TV
W20387,15023,4105,2024-11-08,6.0,Smart TV
W20388,15004,447,2024-11-08,15.0,Laptop
W20389,15064,671,2024-11-08,99.0,Laptop
W20390,15080,2841,2024-11-08,105.0,Smart TV
W20391,15107,516,2024-11-08,97.0,Smart TV
W20392,15030,3783,2024-11-08,96.0,Mobile
W20393,15078,1388,2024-11-08,51.0,Smart TV
W20394,15095,1150,2024-11-08,129.0,Mobile
W20395,15030,1479,2024-11-08,108.0,
W20396,15147,2401,2024-11-08,111.0,Smart TV
W20397,15070,447,2024-11-08,61.0,Mobile
W20398,15046,48,2024-11-08,123.0,Mobile
W20399,15144,3778,2024-11-08,112.0,Smart TV
W20400,15147,3248,2024-11-08,82.0,Laptop
W20401,15131,1433,2024-11-08,80.0,Laptop
W20402,15026,3312,2024-11-08,147.0,Laptop
W20403,15009,2663,2024-11-08,94.0,Smart TV
W20404,15019,2479,2024-11-08,49.0,Laptop
W20405,15107,2691,2024-11-08,90.0,Mobile
W20406,15024,2778,2024-11-08,93.0,Laptop
W20407,15027,3101,2024-11-08,98.0,Laptop
W20408,15123,448,2024-11-08,95.0,Laptop
W20409,15047,2817,2024-11-08,132.0,Laptop
W20410,15137,240,2024-11-08,19.0,Mobile
W20411,15005,1486,2024-11-08,131.0,Mobile
W20412,15053,2316,2024-11-08,83.0,Mobile
W20413,15080,1622,2024-11-08,120.0,Smart TV
W20414,15056,1544,2024-11-08,97.0,Smart TV
W20415,15029,1823,2024-11-08,56.0,Laptop
W20416,15134,446,2024-11-08,104.0,Mobile
W20417,15143,2817,2024-11-08,133.0,Laptop
W20418,15085,1084,2024-11-08,114.0,Laptop
W20419,15076,2855,2024-11-08,102.0,Mobile
W20420,15004,3533,2024-11-08,136.0,Mobile
W20421,15108,2563,2024-11-08,88.0,Smart TV
W20422,15044,2817,2024-11-08,129.0,Laptop
W20423,15006,2245,2024-11-08,126.0,Mobile
W20424,15069,2004,2024-11-08,79.0,Smart TV
W20425,15074,1388,2024-11-08,99.0,Smart TV
W20426,15110,238,2024-11-08,106.0,Laptop
W20427,15068,3811,2024-11-08,88.0,Smart TV
W20428,15081,3057,2024-11-08,150.0,Mobile
W20429,15114,1352,2024-11-08,100.0,Smart TV
W20430,15139,210,2024-11-08,129.0,Mobile
W20431,15011,3738,2024-11-08,128.0,Laptop
W20432,15067,1208,2024-11-08,13.0,Smart TV
W20433,15012,1158,2024-11-08,29.0,Laptop
W20434,15070,3722,2024-11-08,111.0,Laptop
W20435,15036,1443,2024-11-08,133.0,Smart TV
W20436,15077,3232,2024-11-08,80.0,Smart TV
W20437,15092,3423,2024-11-08,79.0,Mobile
W20438,15051,2540,2024-11-08,92.0,Smart TV
W20439,15056,552,2024-11-08,103.0,Smart TV
W20440,15100,1945,2024-11-08,43.0,Smart TV
W20441,15036,1767,2024-11-08,104.0,Laptop
W20442,15046,812,2024-11-08,7.0,Mobile
W20443,15033,4152,2024-11-08,161.0,Mobile
W20444,15106,2628,2024-11-08,89.0,Mobile
W20445,15062,3932,2024-11-08,12.0,Laptop
W20446,15039,1191,2024-11-08,119.0,Mobile
W20447,15043,4025,2024-11-08,111.0,Smart TV
W20448,15132,3166,2024-11-08,126.0,Smart TV
W20449,15014,2328,2024-11-08,101.0,Laptop
W20450,15092,1994,2024-11-08,116.0,Smart TV
W20451,15122,3242,2024-11-08,105.0,Mobile
W20452,15057,3741,2024-11-08,122.0,Smart TV
W20453,15144,2598,2024-11-08,118.0,Smart TV
W20454,15012,2248,2024-11-08,58.0,Smart TV
W20455,15114,2362,2024-11-08,139.0,Mobile
W20456,15116,530,2024-11-08,104.0,Smart TV
W20457,15001,207,2024-11-08,114.0,Laptop
W20458,15074,2195,2024-11-08,135.0,Laptop
W20459,15028,183,2024-11-08,102.0,Smart TV
W20460,15098,689,2024-11-08,125.0,Mobile
W20461,15142,950,2024-11-08,86.0,Laptop
W20462,15146,1321,2024-11-08,16.0,Smart TV
W20463,15091,3897,2024-11-08,108.0,Laptop
W20464,15051,1909,2024-11-08,99.0,Laptop
W20465,15130,1733,2024-11-08,100.0,Laptop
W20466,15034,109,2024-11-08,101.0,Laptop
W20467,15000,1684,2024-11-08,121.0,Laptop
W20468,15038,2317,2024-11-08,64.0,Laptop
W20469,15027,2418,2024-11-08,119.0,Laptop
W20470,15082,790,2024-11-08,92.0,Laptop
W20471,15128,1727,2024-11-08,83.0,Smart TV
W20472,15043,2015,2024-11-08,138.0,Laptop
W20473,15089,3061,2024-11-08,27.0,Laptop
W20474,15008,1552,2024-11-08,109.0,Laptop
W20475,15045,4229,2024-11-08,112.0,Smart TV
W20476,15093,1612,2024-11-08,95.0,Smart TV
W20477,15075,3133,2024-11-08,119.0,Mobile
W20478,15110,3333,2024-11-08,75.0,Smart TV
W20479,15099,1513,2024-11-08,109.0,Laptop
W20480,15015,302,2024-11-08,80.0,Smart TV
W20481,15003,329,2024-11-08,122.0,Smart TV
W20482,15139,446,2024-11-08,106.0,Mobile
W20483,15103,670,2024-11-08,111.0,Smart TV
W20484,15004,4105,2024-11-08,105.0,Mobile
W20485,15024,2912,2024-11-08,133.0,Laptop
W20486,15107,3540,2024-11-08,129.0,Smart TV
W20487,15061,2754,2024-11-08,93.0,Mobile
W20488,15080,1868,2024-11-08,63.0,Smart TV
W20489,15131,3771,2024-11-08,116.0,Laptop
W20490,15066,3163,2024-11-08,116.0,Mobile
W20491,15123,2565,2024-11-08,86.0,Laptop
W20492,15089,622,2024-11-08,116.0,Laptop
W20493,15098,1521,2024-11-08,134.0,Mobile
W20494,15088,1140,2024-11-08,124.0,Smart TV
W20495,15076,1035,2024-11-08,7.0,Mobile
W20496,15112,3871,2024-11-08,97.0,Laptop
W20497,15078,191,2024-11-08,101.0,Laptop
W20498,15096,3423,2024-11-08,35.0,Laptop
W20499,15112,917,2024-11-08,92.0,Laptop
W20500,15085,3579,2024-11-08,124.0,Smart TV
W20501,15138,3162,2024-11-08,86.0,Mobile
W20502,15027,3779,2024-11-08,92.0,Mobile
W20503,15112,3540,2024-11-08,136.0,Smart TV
W20504,15121,3742,2024-11-08,67.0,Laptop
W20505,15084,3842,2024-11-08,52.0,Laptop
W20506,15110,1302,2024-11-08,121.0,Smart TV
W20507,15070,3738,2024-11-08,77.0,Mobile
W20508,15022,2952,2024-11-08,82.0,Mobile
W20509,15126,982,2024-11-08,91.0,Smart TV
W20510,15003,2837,2024-11-08,102.0,Laptop
W20511,15041,3222,2024-11-08,93.0,Mobile
W20512,15021,3439,2024-11-08,6.0,Mobile
W20513,15071,1767,2024-11-08,100.0,Mobile
W20514,15041,3000,2024-11-08,20.0,Mobile
W20515,15112,3871,2024-11-08,53.0,Smart TV
W20516,15094,737,2024-11-08,128.0,Smart TV
W20517,15055,2096,2024-11-08,102.0,Smart TV
W20518,15124,1229,2024-11-08,45.0,Mobile
W20519,15102,3232,2024-11-08,17.0,Smart TV
W20520,15067,4221,2024-11-08,9.0,Laptop
W20521,15030,2027,2024-11-08,115.0,Laptop
W20522,15014,531,2024-11-08,81.0,Laptop
W20523,15142,2316,2024-11-08,87.0,Smart TV
W20524,15038,3004,2024-11-08,124.0,Laptop
W20525,15094,3288,2024-11-08,134.0,Laptop
W20526,15129,2754,2024-11-08,16.0,Mobile
W20527,15096,2817,2024-11-08,125.0,Mobile
W20528,15043,2015,2024-11-08,127.0,Smart TV
W20529,15040,1303,2024-11-09,26.0,Mobile
W20530,15167,378,2024-11-09,178.0,Washing Machine
W20531,15063,3932,2024-11-09,116.0,Laptop
W20532,15066,2203,2024-11-09,106.0,Laptop
