movie_id,title,release_year,runtime,genre
49,The Gray Man,2022.0,122,action
50,Raiders of the Lost Ark,1981.0,115,action
51,Independence Day,1996.0,145,action
52,Scott Pilgrim vs. the World,2010.0,112,action
53,The Fast and the Furious,2001.0,106,action
54,Barb Wire,1996.0,98,action
55,No Time to Die,2021.0,163,action
56,Uncharted,2022.0,116,action
57,Tenet,2020.0,150,action
58,Shazam! Fury of the Gods,2023.0,130,action
59,Heat,1995.0,170,action
60,The Suicide Squad,2021.0,132,action
61,The Mummy,1999.0,124,action
62,Dunkirk,2017.0,106,action
63,Jurassic Park,1993.0,127,action
64,Kingsman: The Golden Circle,2017.0,141,action
65,Willow,1988.0,126,action
66,Ant-Man,2015.0,117,action
67,Edge of Tomorrow,2014.0,113,action
68,The Lord of the Rings: The Return of the King,2003.0,201,action
69,The Lost City,2022.0,112,action
70,The Hunger Games: Catching Fire,2013.0,146,action
71,Infinite,2021.0,106,action
72,Ford v Ferrari,2019.0,152,action
73,The King's Man,2021.0,131,action
74,Doctor Strange in the Multiverse of Madness,2022.0,126,action
75,Beast,2022.0,93,action
76,Eternals,2021.0,156,action
77,Guardians of the Galaxy,2014.0,121,action
78,Léon: The Professional,1994.0,110,action
79,Prey,2022.0,100,action
80,Mad Max: Fury Road,2015.0,120,action
81,Murder Mystery,2019.0,97,action
82,Road House,1989.0,114,action
83,Free Guy,2021.0,115,action
84,Mission Majnu,2023.0,129,action
85,Star Wars,1977.0,121,action
86,The School for Good and Evil,2022.0,147,action
87,1917,2019.0,119,action
88,GoldenEye,1995.0,130,action
89,Sicario,2015.0,121,action
90,Suicide Squad,2016.0,123,action
91,Oldboy,2003.0,120,action
92,Avengers: Infinity War,2018.0,149,action
93,From Dusk Till Dawn,1996.0,108,action
94,Wonder Woman 1984,2020.0,151,action
95,Deadpool 2,2018.0,119,action
96,Kingsman: The Secret Service,2014.0,129,action
97,Pirates of the Caribbean: The Curse of the Black Pearl,2003.0,143,action
98,Poker Face,2022.0,94,action
99,Ant-Man and the Wasp,2018.0,118,action
100,John Wick: Chapter 3 - Parabellum,2019.0,130,action
101,The Lord of the Rings: The Two Towers,2002.0,179,action
102,Indiana Jones and the Last Crusade,1989.0,127,action
103,Drive,2011.0,100,action
104,Blade Runner,1982.0,117,action
105,The Dark Knight Rises,2012.0,164,action
106,Mission: Impossible - Fallout,2018.0,147,action
107,Baywatch,2017.0,116,action
108,Rogue One: A Star Wars Story,2016.0,133,action
109,The Terminator,1984.0,107,action
110,Terminator 2: Judgment Day,1991.0,137,action
111,True Lies,1994.0,141,action
112,Medieval,2022.0,125,action
113,The Man from U.N.C.L.E.,2015.0,116,action
114,Wrath of Man,2021.0,119,action
115,Spider-Man: Into the Spider-Verse,2018.0,117,action
116,Ready Player One,2018.0,140,action
117,Harry Potter and the Order of the Phoenix,2007.0,138,action
118,Red Sparrow,2018.0,140,action
119,Spider-Man,2002.0,121,action
120,Enola Holmes 2,2022.0,129,action
121,Aliens,1986.0,137,action
122,Fury,2014.0,134,action
123,John Wick: Chapter 2,2017.0,122,action
124,The Fifth Element,1997.0,126,action
125,Zack Snyder's Justice League,2021.0,242,action
126,Oblivion,2013.0,124,action
127,Casino Royale,2006.0,144,action
128,Emancipation,2022.0,132,action
129,Baby Driver,2017.0,113,action
130,The Day After Tomorrow,2004.0,124,action
131,Ambulance,2022.0,136,action
132,Deadpool,2016.0,108,action
133,War of the Worlds,2005.0,116,action
134,Man of Steel,2013.0,143,action
135,Captain America: The First Avenger,2011.0,124,action
136,Thunivu,2023.0,146,action
137,Logan,2017.0,137,action
138,Triple Frontier,2019.0,125,action
139,Moonfall,2022.0,130,action
140,Shazam!,2019.0,132,action
141,Indiana Jones and the Temple of Doom,1984.0,118,action
142,300,2006.0,117,action
143,Apocalypto,2006.0,139,action
144,The Matrix Resurrections,2021.0,148,action
145,Ready or Not,2019.0,95,action
146,Star Wars: The Rise Of Skywalker,2019.0,141,action
147,Jung_E,2023.0,98,action
148,Batman Begins,2005.0,140,action
149,Harry Potter and the Half-Blood Prince,2009.0,153,action
150,The Equalizer,2014.0,132,action
151,Lou,2022.0,107,action
152,The Last Duel,2021.0,152,action
153,Above Suspicion,2019.0,104,action
154,The Rock,1996.0,136,action
155,RoboCop,1987.0,102,action
156,21 Jump Street,2012.0,109,action
157,Black Widow,2021.0,134,action
158,Shang-Chi and the Legend of the Ten Rings,2021.0,132,action
159,Kill Bill: Vol. 1,2003.0,111,action
160,The Old Way,2023.0,95,action
161,The Revenant,2015.0,156,action
162,You Only Live Twice,1967.0,117,action
163,Divergent,2014.0,139,action
164,Star Wars: Episode I - The Phantom Menace,1999.0,136,action
165,Creed,2015.0,133,action
166,Flushed Away,2006.0,85,action
167,The Avengers,2012.0,143,action
168,Transformers,2007.0,144,action
169,Troll,2022.0,101,action
170,National Treasure,2004.0,131,action
171,Star Wars: Episode VII - The Force Awakens,2015.0,138,action
172,Mission: Impossible,1996.0,110,action
173,Bad Boys,1995.0,119,action
174,Shooter,2007.0,124,action
175,Morbius,2022.0,104,action
176,Enola Holmes,2020.0,123,action
177,Iron Man,2008.0,126,action
178,From Russia with Love,1963.0,115,action
179,The Maze Runner,2014.0,113,action
180,Jack Reacher,2012.0,130,action
181,Kung Fu Panda,2008.0,92,action
182,2012,2009.0,158,action
183,Goldfinger,1964.0,110,action
184,The Hunger Games: Mockingjay - Part 2,2015.0,137,action
185,Furious 7,2015.0,137,action
186,Minority Report,2002.0,145,action
187,Angel Has Fallen,2019.0,121,action
188,Fast & Furious,2009.0,107,action
189,Red Notice,2021.0,118,action
190,Beverly Hills Cop,1984.0,105,action
191,The Adam Project,2022.0,106,action
192,World War Z,2013.0,116,action
193,Spiderhead,2022.0,106,action
194,Con Air,1997.0,115,action
195,Memory,2022.0,114,action
196,Tron: Legacy,2010.0,125,action
197,The Accountant,2016.0,128,action
198,Jurassic World: Fallen Kingdom,2018.0,128,action
199,Okja,2017.0,120,action
200,The Warriors,1979.0,93,action
201,Watchmen,2009.0,162,action
202,Thor: Ragnarok,2017.0,130,action
203,Die Hard,1988.0,132,action
204,Wonder Woman,2017.0,141,action
205,Kingdom of Heaven,2005.0,144,action
206,Tropic Thunder,2008.0,107,action
207,The Nice Guys,2016.0,116,action
208,Alita: Battle Angel,2019.0,122,action
209,Men in Black,1997.0,98,action
210,Aquaman,2018.0,143,action
211,Thirteen Lives,2022.0,147,action
212,Fast & Furious Presents: Hobbs & Shaw,2019.0,137,action
213,Training Day,2001.0,122,action
214,Batman v Superman: Dawn of Justice,2016.0,151,action
215,Point Break,1991.0,122,action
216,Ocean's Eight,2018.0,110,action
217,Thunderball,1965.0,130,action
218,El Camino: A Breaking Bad Movie,2019.0,122,action
219,Spider-Man: Homecoming,2017.0,133,action
220,Guardians of the Galaxy Vol. 2,2017.0,136,action
221,Jumanji: Welcome to the Jungle,2017.0,119,action
222,Predator,1987.0,107,action
223,Red Dawn,1984.0,114,action
224,Star Wars: Episode V - The Empire Strikes Back,1980.0,124,action
225,Armageddon,1998.0,151,action
226,Love and Monsters,2020.0,109,action
227,The Harder They Fall,2021.0,139,action
228,The Hunger Games: Mockingjay - Part 1,2014.0,123,action
229,Transformers: The Last Knight,2017.0,154,action
230,The Wandering Earth,2019.0,125,action
231,Ghostbusters,1984.0,105,action
232,Jurassic World,2015.0,124,action
233,Den of Thieves,2018.0,140,action
234,Dune,1984.0,137,action
235,Star Wars: Episode VI - Return of the Jedi,1983.0,131,action
236,The Fate of the Furious,2017.0,136,action
237,Avengers: Age of Ultron,2015.0,141,action
238,Thor,2011.0,115,action
239,Black Hawk Down,2001.0,144,action
240,Starship Troopers,1997.0,129,action
241,Quantum of Solace,2008.0,106,action
242,X-Men,2000.0,104,action
243,Skyfall,2012.0,143,action
244,Tomorrow Never Dies,1997.0,119,action
245,Total Recall,1990.0,113,action
246,White House Down,2013.0,131,action
247,Kick-Ass,2010.0,117,action
248,A Knight's Tale,2001.0,132,action
249,The Incredibles,2004.0,115,action
250,WarGames,1983.0,114,action
251,6 Underground,2019.0,128,action
252,Mission: Impossible - Rogue Nation,2015.0,131,action
253,Greenland,2020.0,119,action
254,Birds of Prey,2020.0,109,action
255,Polar,2019.0,118,action
256,"Lock, Stock and Two Smoking Barrels",1998.0,107,action
257,DC League of Super-Pets,2022.0,105,action
258,Captain America: Civil War,2016.0,147,action
259,Sonic the Hedgehog 2,2022.0,122,action
260,Death Proof,2007.0,127,action
261,2 Fast 2 Furious,2003.0,107,action
262,Train to Busan,2016.0,118,action
263,Army of the Dead,2021.0,148,action
264,Dawn of the Dead,2004.0,101,action
265,Justice League,2017.0,120,action
266,Oldboy,2013.0,104,action
267,Terminator: Dark Fate,2019.0,128,action
268,George of the Jungle,1997.0,92,action
269,Warrior,2011.0,140,action
270,The Karate Kid,1984.0,126,action
271,Condor's Nest,2023.0,102,action
272,Jungle,2017.0,115,action
273,Star Trek,2009.0,127,action
274,Pirates of the Caribbean: Dead Men Tell No Tales,2017.0,129,action
275,Creed II,2018.0,130,action
276,Day Shift,2022.0,113,action
277,Constantine,2005.0,121,action
278,Robin Hood: Prince of Thieves,1991.0,143,action
279,Batman,1989.0,126,action
280,Captain Marvel,2019.0,123,action
281,Pearl Harbor,2001.0,183,action
282,Olympus Has Fallen,2013.0,119,action
283,V for Vendetta,2005.0,132,action
284,The Mummy Returns,2001.0,130,action
285,Mortal Kombat,2021.0,110,action
286,13 Hours,2016.0,144,action
287,Mad Max,1979.0,88,action
288,Romancing the Stone,1984.0,106,action
289,"I, Robot",2004.0,115,action
290,Fast Five,2011.0,130,action
291,Kindergarten Cop,1990.0,111,action
292,Star Wars: Episode VIII - The Last Jedi,2017.0,152,action
293,In Time,2011.0,109,action
294,Star Wars: Episode III - Revenge of the Sith,2005.0,140,action
295,Predestination,2014.0,97,action
296,Underworld,2003.0,121,action
297,Law Abiding Citizen,2009.0,109,action
298,The Fast and the Furious: Tokyo Drift,2006.0,104,action
299,Kantara,2022.0,148,action
300,Army of Thieves,2021.0,127,action
301,Mission: Impossible - Ghost Protocol,2011.0,132,action
302,Zombieland,2009.0,88,action
303,The New Mutants,2020.0,94,action
304,Bad Boys II,2003.0,147,action
305,The Running Man,1987.0,101,action
306,Dr. No,1962.0,110,action
307,How to Train Your Dragon,2010.0,98,action
308,Samaritan,2022.0,102,action
309,Cowboys & Aliens,2011.0,119,action
310,The Equalizer 2,2018.0,121,action
311,The Last Airbender,2010.0,103,action
312,Snowpiercer,2013.0,126,action
313,The Man from Toronto,2022.0,110,action
314,Godzilla vs. Kong,2021.0,113,action
315,The Meg,2018.0,113,action
316,Speed,1994.0,116,action
317,Cloverfield,2008.0,85,action
318,Solo: A Star Wars Story,2018.0,135,action
319,Children of Men,2006.0,109,action
320,Spectre,2015.0,148,action
321,Bad Boys for Life,2020.0,124,action
322,Taken,2008.0,90,action
323,Extraction,2020.0,116,action
324,Doctor Strange,2016.0,115,action
325,Tomb Raider,2018.0,119,action
326,Iron Man Three,2013.0,130,action
327,Riddick,2013.0,119,action
328,The Bourne Identity,2002.0,119,action
329,The Old Guard,2020.0,125,action
330,28 Weeks Later,2007.0,100,action
331,Stargate,1994.0,116,action
332,Dick Tracy,1990.0,105,action
333,The Tomorrow War,2021.0,138,action
334,"Crouching Tiger, Hidden Dragon",2000.0,120,action
335,The Last of the Mohicans,1992.0,112,action
336,Lightyear,2022.0,105,action
337,Hitman's Wife's Bodyguard,2021.0,100,action
338,To Live and Die in L.A.,1985.0,116,action
339,Night Train,2023.0,95,action
340,Hunter Killer,2018.0,121,action
341,X-Men: Apocalypse,2016.0,144,action
342,Men in Black 3,2012.0,106,action
343,Spider-Man 3,2007.0,139,action
344,War,2019.0,154,action
345,Valerian and the City of a Thousand Planets,2017.0,136,action
346,Maneater,2022.0,87,action
347,Terminator 3: Rise of the Machines,2003.0,109,action
348,Deep Impact,1998.0,120,action
349,Super 8,2011.0,112,action
350,Layer Cake,2004.0,105,action
351,I Am Legend,2007.0,101,action
352,Blacklight,2022.0,104,action
353,Zoom,2006.0,83,action
354,Game Night,2018.0,100,action
355,Anna,2019.0,118,action
356,Old Henry,2021.0,99,action
357,Indiana Jones and the Kingdom of the Crystal Skull,2008.0,122,action
358,Man on Fire,2004.0,146,action
359,Captain America: The Winter Soldier,2014.0,136,action
360,Deep Blue Sea,1999.0,105,action
361,Sherlock Holmes,2009.0,128,action
362,Mr. & Mrs. Smith,2005.0,120,action
363,First Blood,1982.0,93,action
364,Superman,1978.0,143,action
365,A History of Violence,2005.0,96,action
366,Venom: Let There Be Carnage,2021.0,97,action
367,Spider-Man: Far from Home,2019.0,129,action
368,Pirates of the Caribbean: Dead Man's Chest,2006.0,151,action
369,The Mummy,2017.0,110,action
370,San Andreas,2015.0,114,action
371,Greyhound,2020.0,91,action
372,The Other Guys,2010.0,107,action
373,Sicario: Day of the Soldado,2018.0,122,action
374,The Fugitive,1993.0,130,action
375,Furious 6,2013.0,130,action
376,Lone Survivor,2013.0,121,action
377,The Amazing Spider-Man,2012.0,136,action
378,King Kong,2005.0,187,action
379,Face/Off,1997.0,138,action
380,Incredibles 2,2018.0,118,action
381,Jumanji: The Next Level,2019.0,123,action
382,Unbroken,2014.0,137,action
383,The Mask,1994.0,101,action
384,Star Wars: Episode II - Attack of the Clones,2002.0,142,action
385,American Sniper,2014.0,133,action
386,Venom,2018.0,112,action
387,Star Trek Beyond,2016.0,122,action
388,Central Intelligence,2016.0,107,action
389,District 9,2009.0,112,action
390,Gods of Egypt,2016.0,127,action
391,Ava,2020.0,96,action
392,The Hunt for Red October,1990.0,135,action
393,Batman & Robin,1997.0,125,action
394,The Tax Collector,2020.0,95,action
395,Black Panther: Wakanda Forever,2022.0,161,adventure
396,Avatar: The Way of Water,2022.0,192,adventure
397,Everything Everywhere All at Once,2022.0,139,adventure
398,Puss in Boots: The Last Wish,2022.0,102,adventure
399,Ant-Man and the Wasp: Quantumania,2023.0,125,adventure
400,True Spirit,2023.0,109,adventure
401,Pathaan,2023.0,146,adventure
402,"Lyle, Lyle, Crocodile",2022.0,106,adventure
403,Black Panther,2018.0,134,adventure
404,Avatar,2009.0,162,adventure
405,The Wandering Earth II,2023.0,173,adventure
406,Harry Potter and the Sorcerer's Stone,2001.0,152,adventure
407,Black Adam,2022.0,125,adventure
408,Interstellar,2014.0,169,adventure
409,Jurassic World: Dominion,2022.0,147,adventure
410,The Hunger Games,2012.0,142,adventure
411,The Northman,2022.0,137,adventure
412,Dune,2021.0,155,adventure
413,RRR,2022.0,187,adventure
414,The Lord of the Rings: The Fellowship of the Ring,2001.0,178,adventure
415,Thor: Love and Thunder,2022.0,118,adventure
416,Dungeons & Dragons: Honor Among Thieves,2023.0,134,adventure
417,Inception,2010.0,148,adventure
418,Spider-Man: No Way Home,2021.0,148,adventure
419,Asterix & Obelix: The Middle Kingdom,2023.0,112,adventure
420,Gladiator,2000.0,155,adventure
421,Avengers: Endgame,2019.0,181,adventure
422,Strange World,2022.0,102,adventure
423,Arctic,2018.0,98,adventure
424,Puss in Boots,2011.0,90,adventure
425,Raiders of the Lost Ark,1981.0,115,adventure
426,Minions: The Rise of Gru,2022.0,87,adventure
427,Independence Day,1996.0,145,adventure
428,Inglourious Basterds,2009.0,153,adventure
429,The Amazing Maurice,2022.0,93,adventure
430,No Time to Die,2021.0,163,adventure
431,Uncharted,2022.0,116,adventure
432,Vesper,2022.0,114,adventure
433,Shazam! Fury of the Gods,2023.0,130,adventure
434,Harry Potter and the Goblet of Fire,2005.0,157,adventure
435,The Suicide Squad,2021.0,132,adventure
436,The Mummy,1999.0,124,adventure
437,Back to the Future,1985.0,116,adventure
438,Jurassic Park,1993.0,127,adventure
439,Kingsman: The Golden Circle,2017.0,141,adventure
440,The Goonies,1985.0,114,adventure
441,Willow,1988.0,126,adventure
442,The Grand Budapest Hotel,2014.0,99,adventure
443,Edge of Tomorrow,2014.0,113,adventure
444,Dances with Wolves,1990.0,181,adventure
445,The Lord of the Rings: The Return of the King,2003.0,201,adventure
446,Sing 2,2021.0,110,adventure
447,The Lost City,2022.0,112,adventure
448,The Blue Lagoon,1980.0,104,adventure
449,The Hunger Games: Catching Fire,2013.0,146,adventure
450,The King's Man,2021.0,131,adventure
451,Doctor Strange in the Multiverse of Madness,2022.0,126,adventure
452,Beast,2022.0,93,adventure
453,Eternals,2021.0,156,adventure
454,Harry Potter and the Deathly Hallows: Part 2,2011.0,130,adventure
455,Guardians of the Galaxy,2014.0,121,adventure
456,The Princess Bride,1987.0,98,adventure
457,Prey,2022.0,100,adventure
458,Mad Max: Fury Road,2015.0,120,adventure
459,Free Guy,2021.0,115,adventure
460,Harry Potter and the Prisoner of Azkaban,2004.0,142,adventure
461,Star Wars,1977.0,121,adventure
462,GoldenEye,1995.0,130,adventure
463,Fantastic Beasts: The Secrets of Dumbledore,2022.0,142,adventure
464,Harry Potter and the Chamber of Secrets,2002.0,161,adventure
465,Suicide Squad,2016.0,123,adventure
466,Deliverance,1972.0,109,adventure
467,Avengers: Infinity War,2018.0,149,adventure
468,Wonder Woman 1984,2020.0,151,adventure
469,Deadpool 2,2018.0,119,adventure
470,Kingsman: The Secret Service,2014.0,129,adventure
471,Pirates of the Caribbean: The Curse of the Black Pearl,2003.0,143,adventure
472,The Bad Guys,2022.0,100,adventure
473,Ant-Man and the Wasp,2018.0,118,adventure
474,The Sea Beast,2022.0,115,adventure
475,The Lord of the Rings: The Two Towers,2002.0,179,adventure
476,Indiana Jones and the Last Crusade,1989.0,127,adventure
477,Mission: Impossible - Fallout,2018.0,147,adventure
478,Rogue One: A Star Wars Story,2016.0,133,adventure
479,Spirited Away,2001.0,125,adventure
480,The Man from U.N.C.L.E.,2015.0,116,adventure
481,Stand by Me,1986.0,89,adventure
482,Spider-Man: Into the Spider-Verse,2018.0,117,adventure
483,Ready Player One,2018.0,140,adventure
484,Harry Potter and the Order of the Phoenix,2007.0,138,adventure
485,Spider-Man,2002.0,121,adventure
486,Enola Holmes 2,2022.0,129,adventure
487,Aliens,1986.0,137,adventure
488,The Lion King,1994.0,88,adventure
489,The Fifth Element,1997.0,126,adventure
490,Zack Snyder's Justice League,2021.0,242,adventure
491,Oblivion,2013.0,124,adventure
492,Harry Potter and the Deathly Hallows: Part 1,2010.0,146,adventure
493,Casino Royale,2006.0,144,adventure
494,Almost Famous,2000.0,122,adventure
495,2001: A Space Odyssey,1968.0,149,adventure
496,Shrek,2001.0,90,adventure
497,The Day After Tomorrow,2004.0,124,adventure
498,War of the Worlds,2005.0,116,adventure
499,Man of Steel,2013.0,143,adventure
500,Captain America: The First Avenger,2011.0,124,adventure
501,Thunivu,2023.0,146,adventure
502,Moonfall,2022.0,130,adventure
503,Shazam!,2019.0,132,adventure
504,Indiana Jones and the Temple of Doom,1984.0,118,adventure
505,Cars,2006.0,117,adventure
506,Apocalypto,2006.0,139,adventure
507,Star Wars: The Rise Of Skywalker,2019.0,141,adventure
508,Jung_E,2023.0,98,adventure
509,"The Good, the Bad and the Ugly",1966.0,178,adventure
510,Ghostbusters: Afterlife,2021.0,124,adventure
511,The Martian,2015.0,144,adventure
512,Pinocchio,2022.0,105,adventure
513,Harry Potter and the Half-Blood Prince,2009.0,153,adventure
514,Moana,2016.0,107,adventure
515,Scooby-Doo,2002.0,86,adventure
516,Vacation,2015.0,99,adventure
517,Idiocracy,2006.0,84,adventure
518,Turning Red,2022.0,100,adventure
519,The Rock,1996.0,136,adventure
520,Ratatouille,2007.0,111,adventure
521,Black Widow,2021.0,134,adventure
522,Shang-Chi and the Legend of the Ten Rings,2021.0,132,adventure
523,Frozen,2013.0,102,adventure
524,Hook,1991.0,142,adventure
525,The Revenant,2015.0,156,adventure
526,Disenchanted,2022.0,119,adventure
527,You Only Live Twice,1967.0,117,adventure
528,Divergent,2014.0,139,adventure
529,Star Wars: Episode I - The Phantom Menace,1999.0,136,adventure
530,Zootopia,2016.0,108,adventure
531,Flushed Away,2006.0,85,adventure
532,Transformers,2007.0,144,adventure
533,Troll,2022.0,101,adventure
534,National Treasure,2004.0,131,adventure
535,Star Wars: Episode VII - The Force Awakens,2015.0,138,adventure
536,Mission: Impossible,1996.0,110,adventure
537,Morbius,2022.0,104,adventure
538,Enola Holmes,2020.0,123,adventure
539,Jaws,1975.0,124,adventure
540,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005.0,143,adventure
541,Toy Story,1995.0,81,adventure
542,Iron Man,2008.0,126,adventure
543,From Russia with Love,1963.0,115,adventure
544,Inside Out,2015.0,95,adventure
545,Prometheus,2012.0,124,adventure
546,Beauty and the Beast,2017.0,129,adventure
547,Kung Fu Panda,2008.0,92,adventure
548,2012,2009.0,158,adventure
549,Goldfinger,1964.0,110,adventure
550,The Hunger Games: Mockingjay - Part 2,2015.0,137,adventure
551,Labyrinth,1986.0,101,adventure
552,The Adam Project,2022.0,106,adventure
553,World War Z,2013.0,116,adventure
554,Annihilation,2018.0,115,adventure
555,Tron: Legacy,2010.0,125,adventure
556,Jurassic World: Fallen Kingdom,2018.0,128,adventure
557,Okja,2017.0,120,adventure
558,Thor: Ragnarok,2017.0,130,adventure
559,Wonder Woman,2017.0,141,adventure
560,Kingdom of Heaven,2005.0,144,adventure
561,Howl's Moving Castle,2004.0,119,adventure
562,Barbarella,1968.0,98,adventure
563,Alita: Battle Angel,2019.0,122,adventure
564,Men in Black,1997.0,98,adventure
565,Coco,2017.0,105,adventure
566,Aquaman,2018.0,143,adventure
567,Thirteen Lives,2022.0,147,adventure
568,Fast & Furious Presents: Hobbs & Shaw,2019.0,137,adventure
569,Shrek 2,2004.0,93,adventure
570,The Hobbit: The Battle of the Five Armies,2014.0,144,adventure
571,Fantastic Mr. Fox,2009.0,87,adventure
572,Batman v Superman: Dawn of Justice,2016.0,151,adventure
573,Thunderball,1965.0,130,adventure
574,Spider-Man: Homecoming,2017.0,133,adventure
575,Guardians of the Galaxy Vol. 2,2017.0,136,adventure
576,Jumanji: Welcome to the Jungle,2017.0,119,adventure
577,Predator,1987.0,107,adventure
578,The Lion King,2019.0,118,adventure
579,Toy Story 4,2019.0,100,adventure
580,Into the Wild,2007.0,148,adventure
581,Star Wars: Episode V - The Empire Strikes Back,1980.0,124,adventure
582,Armageddon,1998.0,151,adventure
583,Love and Monsters,2020.0,109,adventure
584,The Hunger Games: Mockingjay - Part 1,2014.0,123,adventure
585,Transformers: The Last Knight,2017.0,154,adventure
586,The Wandering Earth,2019.0,125,adventure
587,Catherine Called Birdy,2022.0,108,adventure
588,Jurassic World,2015.0,124,adventure
589,Dune,1984.0,137,adventure
590,Star Wars: Episode VI - Return of the Jedi,1983.0,131,adventure
591,Hercules,1997.0,93,adventure
592,Avengers: Age of Ultron,2015.0,141,adventure
593,Starship Troopers,1997.0,129,adventure
594,Quantum of Solace,2008.0,106,adventure
595,X-Men,2000.0,104,adventure
596,E.T.,1982.0,115,adventure
597,WALL·E,2008.0,98,adventure
598,Skyfall,2012.0,143,adventure
599,Tomorrow Never Dies,1997.0,119,adventure
600,Total Recall,1990.0,113,adventure
601,The Wizard of Oz,1939.0,102,adventure
602,A Knight's Tale,2001.0,132,adventure
603,Up,2009.0,96,adventure
604,The Incredibles,2004.0,115,adventure
605,Fantastic Beasts and Where to Find Them,2016.0,132,adventure
606,Mission: Impossible - Rogue Nation,2015.0,131,adventure
607,Finding Nemo,2003.0,100,adventure
608,DC League of Super-Pets,2022.0,105,adventure
609,Sonic the Hedgehog 2,2022.0,122,adventure
610,Slumberland,2022.0,117,adventure
611,Justice League,2017.0,120,adventure
612,Terminator: Dark Fate,2019.0,128,adventure
613,George of the Jungle,1997.0,92,adventure
614,The Impossible,2012.0,114,adventure
615,Charlie and the Chocolate Factory,2005.0,115,adventure
616,Aladdin,2019.0,128,adventure
617,Jungle,2017.0,115,adventure
618,Star Trek,2009.0,127,adventure
619,Pirates of the Caribbean: Dead Men Tell No Tales,2017.0,129,adventure
620,Robin Hood: Prince of Thieves,1991.0,143,adventure
621,Tangled,2010.0,100,adventure
622,Percy Jackson & the Olympians: The Lightning Thief,2010.0,118,adventure
623,Batman,1989.0,126,adventure
624,Captain Marvel,2019.0,123,adventure
625,Austin Powers: International Man of Mystery,1997.0,89,adventure
626,The Secret Life of Walter Mitty,2013.0,114,adventure
627,The Mummy Returns,2001.0,130,adventure
628,The Princess and the Frog,2009.0,97,adventure
629,Stardust,2007.0,127,adventure
630,"Monsters, Inc.",2001.0,92,adventure
631,Mortal Kombat,2021.0,110,adventure
632,Mad Max,1979.0,88,adventure
633,Romancing the Stone,1984.0,106,adventure
634,Star Wars: Episode VIII - The Last Jedi,2017.0,152,adventure
635,Star Wars: Episode III - Revenge of the Sith,2005.0,140,adventure
636,"O Brother, Where Art Thou?",2000.0,107,adventure
637,Cruella,2021.0,134,adventure
638,The Mosquito Coast,1986.0,117,adventure
639,The Happening,2008.0,91,adventure
640,Kantara,2022.0,148,adventure
641,Enchanted,2007.0,107,adventure
642,Mission: Impossible - Ghost Protocol,2011.0,132,adventure
643,Cast Away,2000.0,143,adventure
644,Dr. No,1962.0,110,adventure
645,How to Train Your Dragon,2010.0,98,adventure
646,Soul,2020.0,100,adventure
647,The Last Airbender,2010.0,103,adventure
648,Ad Astra,2019.0,123,adventure
649,Super Mario Bros.,1993.0,104,adventure
650,The Man from Toronto,2022.0,110,adventure
651,Speed,1994.0,116,adventure
652,Cloverfield,2008.0,85,adventure
653,Solo: A Star Wars Story,2018.0,135,adventure
654,Spectre,2015.0,148,adventure
655,Prospect,2018.0,100,adventure
656,Cannibal Holocaust,1980.0,95,adventure
657,We Have a Ghost,2023.0,126,adventure
658,Doctor Strange,2016.0,115,adventure
659,Tomb Raider,2018.0,119,adventure
660,Iron Man Three,2013.0,130,adventure
